pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,259.365,0.014,-0.014,0,0.745,0.021,-0.02,0,1.6,0.32,-0.19,0,0.143,0.029,-0.017,0,,,,,,,,,,,,,,1.17,0.58,-0.28,0,304,39,-31,0,1,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,5906,183,-147,0,0.83,0.19,-0.07,0,0.82,0.09,-0.05,0,-0.76,0.32,-0.26,0,[Fe/H],4.53,0.05,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2017-11-16 00:00:00,2017-12,2017-11-17 00:00:00
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,259.33683,0.01303,-0.01303,0,0.7307,,,0,1.7,0.76,-0.21,0,,,,,,,,,,,,,,0,,,0,1.47,2.03,-0.44,0,281,,,0,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5906,183,-147,0,0.85,0.38,-0.1,0,0.77,0.1,-0.04,0,-0.76,0.32,-0.26,0,[Fe/H],4.47,0.1,-0.29,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2015-08-25 00:00:00,2015-09-24 00:00:00,2015-08-25 00:00:00
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,3.226,0.201,-0.315,0,0.288,0.018,-0.028,0,,,,,,,,,,,,,,2.76,0.21,-0.19,0,,,,,1,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5488,110,-110,0,1.71,0.1,-0.09,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2018-09-04 00:00:00,2018-10,2018-09-06 00:00:00
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,259.34205798,5.581e-05,-5.581e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5745,122,-122,0,1.62,,,0,1.03,,,0,,,,,,4.03,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2016-07-26 00:00:00,2016-07,2016-07-28 00:00:00
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,259.30283453,0.00057419,-0.00057419,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5745,122,-122,0,1.62,,,0,1.03,,,0,,,,,,4.03,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2019-04-16 00:00:00,2019-03,2019-04-18 00:00:00
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,259.33683,0.01303,-0.01303,0,0.7307,,,0,1.7,0.76,-0.21,0,,,,,,,,,,,,,,0,,,0,1.47,2.03,-0.44,0,281,,,0,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5906,183,-147,0,0.85,0.38,-0.1,0,0.77,0.1,-0.04,0,-0.76,0.32,-0.26,0,[Fe/H],4.47,0.1,-0.29,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2014-11-21 00:00:00,2014-12-18 00:00:00,2014-11-21 00:00:00
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,259.34304,0.01256,-0.01256,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5745,122,-122,0,1.62,,,0,1.03,,,0,,,,,,4.03,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2018-09-25 00:00:00,2018-08-16 00:00:00,2018-09-25 00:00:00
Kepler-1638 b,Kepler-1638,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,259.34304,0.01256,-0.01256,0,0.9302,,,0,6.04,1.02,-2.23,0,,,,,,,,,,,,,,0,,,0,9.65,4.36,-6.03,0,449,,,0,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5490,82,-82,0,3.2,0.55,-1.18,0,1.59,0.16,-0.41,0,0.24,0.15,-0.15,0,[Fe/H],3.63,0.26,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.769,0.206,-0.206,13.138,0.035,-0.035,14.7479,0.000298,-0.000298,2017-05-08 00:00:00,2017-08-31 00:00:00,2017-05-08 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,101.1114976,0.0008891,-0.0008891,0,0.334,,,0,1.47,0.19,-0.18,0,,,,,,,,,,,,,,0,,,0,0.39,0.13,-0.12,0,201,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3813,58,-87,0,0.48,0.06,-0.06,0,0.48,0.05,-0.07,0,-0.3,0.1,-0.2,0,[Fe/H],4.77,0.06,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2014-11-21 00:00:00,2014-12-18 00:00:00,2014-11-21 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,101.1114976,0.0008891,-0.0008891,0,,,,,1.63,0.18,-0.19,0,0.145,0.016,-0.017,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3959,76.33,-81.68,0,0.53,0.05,-0.06,0,0.55,0.06,-0.06,0,-0.23,0.227,-0.21,0,[Fe/H],4.72,0.06,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2016-05-06 00:00:00,2016-05,2016-05-10 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,1.899,0.121,-0.095,0,0.169,0.011,-0.008,0,,,,,,,,,,,,,,0.91,0.02,-0.02,0,,,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4134,83,-83,0,0.66,0.03,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2018-09-04 00:00:00,2018-10,2018-09-06 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,101.1114976,0.0008891,-0.0008891,0,0.334,,,0,1.47,0.19,-0.18,0,,,,,,,,,,,,,,0,,,0,0.39,0.13,-0.12,0,201,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3813,58,-87,0,0.48,0.06,-0.06,0,0.48,0.05,-0.07,0,-0.3,0.1,-0.2,0,[Fe/H],4.77,0.06,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2014-11-18 00:00:00,2014-12-04 00:00:00,2014-11-18 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,101.1114976,0.0008891,-0.0008891,0,0.334,,,0,1.47,0.19,-0.18,0,,,,,,,,,,,,,,0,,,0,0.39,0.13,-0.12,0,201,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3813,58,-87,0,0.48,0.06,-0.06,0,0.48,0.05,-0.07,0,-0.3,0.1,-0.2,0,[Fe/H],4.77,0.06,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2015-08-25 00:00:00,2015-09-24 00:00:00,2015-08-25 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,101.11135511,1.164e-05,-1.164e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3891,157,-157,0,0.66,0.02,-0.02,0,0.64,0.02,-0.02,0,,,,,,4.6,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2016-07-26 00:00:00,2016-07,2016-07-28 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,101.1107014,0.0009529,-0.0009529,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3891,157,-157,0,0.66,0.02,-0.02,0,0.64,0.02,-0.02,0,,,,,,4.6,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2018-09-25 00:00:00,2018-08-16 00:00:00,2018-09-25 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,101.1108113,0.00052713,-0.00052713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3891,157,-157,0,0.66,0.02,-0.02,0,0.64,0.02,-0.02,0,,,,,,4.6,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2019-04-16 00:00:00,2019-03,2019-04-18 00:00:00
Kepler-440 b,Kepler-440,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,101.1107014,0.0009529,-0.0009529,0,0.3548,,,0,1.61,0.1,-0.08,0,,,,,,,,,,,,,,0,,,0,0.65,0.14,-0.11,0,229,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4133,74,-82,0,0.56,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.3,0.15,-0.15,0,[Fe/H],4.71,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2017-05-08 00:00:00,2017-08-31 00:00:00,2017-05-08 00:00:00
Kepler-440 b,Kepler-440,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,101.11141,0.00087,-0.00068,0,0.242,0.066,-0.041,0,1.86,0.24,-0.19,0,0.17,0.02,-0.02,0,,,,,,,,,,0.34,0.12,-0.19,-1,1.2,0.46,-0.65,0,,,,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4134,154,-154,0,0.56,0.03,-0.05,0,0.57,0.04,-0.05,0,-0.3,0.15,-0.15,0,[Fe/H],4.71,0.05,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2015-01-06 00:00:00,2015-02,2015-01-06 00:00:00
GJ 163 c,GJ 163,1,1,3,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,25.63058,0.0255,-0.0255,0,0.1254,0.0001,-0.0001,0,,,,,,,,,6.8,0.9,-0.9,0,0.0214,0.00283,-0.00283,0,Msini,0.099,0.086,-0.086,0,,,,,,,,,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,0.0072,-0.0072,11.79,0.1,-0.1,7.135,0.021,-0.021,10.6771,0.000792,-0.000792,2017-01-24 00:00:00,2013-08,2017-01-26 00:00:00
GJ 180 c,GJ 180,1,1,3,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,24.329,0.052,-0.066,0,0.129,0.007,-0.017,0,,,,,,,,,6.4,3.7,-4.1,0,0.02014,0.01164,-0.0129,0,Msini,0.09,0.2,-0.09,0,,,,,,,,,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M2 V,3371,,,0,,,,,0.43,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,0.0045,-0.0045,10.914,0.026,-0.026,6.598,0.021,-0.021,9.93395,0.000396,-0.000396,2019-10-04 00:00:00,2014-06,2019-10-10 00:00:00
GJ 180 d,GJ 180,1,1,3,Radial Velocity,2020,Multiple Facilities,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,106.3,0.129,-0.129,0,0.309,0.01,-0.01,0,,,,,,,,,7.56,1.07,-1.07,0,0.02379,0.00337,-0.00337,0,Msini,0.14,0.04,-0.04,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,,,,,,,0.43,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,0.0045,-0.0045,10.914,0.026,-0.026,6.598,0.021,-0.021,9.93395,0.000396,-0.000396,2020-02-06 00:00:00,2020-01,2020-02-13 00:00:00
GJ 229 A c,GJ 229,0,2,2,Radial Velocity,2020,Multiple Facilities,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,121.995,0.161,-0.161,0,0.339,0.011,-0.011,0,,,,,,,,,7.268,1.256,-1.256,0,0.02287,0.00395,-0.00395,0,Msini,0.19,0.08,-0.08,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,,,,,,,0.58,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,0.001525,-0.001525,8.15,0.1,-0.1,4.166,0.232,-0.232,7.30724,0.000617,-0.000617,2020-02-06 00:00:00,2020-01,2020-02-13 00:00:00
GJ 229 A c,GJ 229,1,2,2,Radial Velocity,2020,Multiple Facilities,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,121.93268,0.06708,-0.08158,0,0.384,0.005,-0.005,0,,,,,,,,,8.58137,0.63566,-0.63566,0,0.027,0.002,-0.002,0,Msini,0.366,0.065,-0.063,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.51,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,0.001525,-0.001525,8.15,0.1,-0.1,4.166,0.232,-0.232,7.30724,0.000617,-0.000617,2023-06-14 00:00:00,2022-09,2023-06-14 00:00:00
GJ 3293 d,GJ 3293,1,1,4,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,48.1345,0.0628,-0.0661,0,0.19394,0.00017,-0.00018,0,,,,,,,,,7.6,1.05,-1.05,0,0.02391,0.0033,-0.0033,0,Msini,0.12,0.13,-0.09,0,0.59,,,0,,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466,49,-49,0,0.4,0.03,-0.03,0,0.42,,,0,0.02,0.09,-0.09,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903,0.0216,-0.0216,11.945,0.037,-0.037,7.486,0.033,-0.033,10.9788,0.000878,-0.000878,2017-03-29 00:00:00,2017-06,2017-03-30 00:00:00
